#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.650,00000000,027b,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*6e3bb4d2
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.646,00000000,0000,797;2427,544590.645906000,19910007,1169119,288659,-514617,-24589,4597,-12716*0819d8fc
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.660,00000000,0285,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*8a49c774
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.656,00000000,0000,797;2427,544590.655898000,198e0008,1159009,282805,-518117,-36589,-3476,17959*cc87ec4d
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.670,00000000,028f,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*449f1c9d
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.666,00000000,0000,797;2427,544590.665925000,198e0009,1168562,281191,-517548,-34917,705,17256*94aa4052
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.680,00000000,0299,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*e6b1360a
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.676,00000000,0000,797;2427,544590.675917000,198e000a,1175456,284194,-517392,-26327,2193,-7569*83dc263a
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.690,00000000,02a3,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*a532a6fe
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.686,00000000,0000,797;2427,544590.685909000,1991000b,1161588,284891,-510269,-12556,-1154,-24757*9d79f041
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.700,00000000,02ad,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*4f1f0eae
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.696,00000000,0000,797;2427,544590.695903000,1997000c,1164766,278788,-521946,-6293,-25241,-30576*0ec98319
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.710,00000000,02b7,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*220a4979
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.706,00000000,0000,797;2427,544590.705940000,1995000d,1168912,287122,-520012,-27310,5450,-40081*e89b785e
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.720,00000000,02c1,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*ab9ca9c3
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.716,00000000,0000,797;2427,544590.715965000,1995000e,1164103,283350,-518455,-13670,1577,-23925*713c7bf7
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.730,00000000,02cb,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*654a722a
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.726,00000000,0000,797;2427,544590.725941000,1997000f,1164730,283640,-518722,-22163,188,-25119*d7793b97
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.740,00000000,02d5,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*650a067b
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.736,00000000,0000,797;2427,544590.735904000,19980010,1163153,285869,-518812,-31376,-2156,-6738*19825564
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.750,00000000,02df,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*abdcdd92
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.746,00000000,0000,797;2427,544590.745925000,199a0011,1162432,281679,-518762,-30130,1762,8294*f67af118
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.760,00000000,02e9,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*e09e0b6a
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.756,00000000,0000,797;2427,544590.755916000,19960012,1167169,283794,-516396,-33048,6203,-4074*bb1a57ff
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.770,00000000,02f3,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*4f5f7aff
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.766,00000000,0000,797;2427,544590.765910000,19930013,1168731,283640,-518134,-25310,-4356,-3261*94db8bfb
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.780,00000000,02fd,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*031f1333
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.776,00000000,0000,797;2427,544590.775902000,19900014,1168215,281143,-518925,-23736,6835,-27227*d98c3501
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.790,00000000,0307,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*e2e96d87
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.786,00000000,0000,797;2427,544590.785895000,198d0015,1167187,285770,-518289,-23048,7955,-18153*1a5a4460
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.800,00000000,0311,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*875cd9ed
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.796,00000000,0000,797;2427,544590.795919000,19900016,1166013,284061,-518924,-26097,1337,-21864*50493cf2
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.810,00000000,031b,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*498a0204
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.806,00000000,0000,797;2427,544590.805932000,19920017,1164306,281805,-518897,-28359,-2186,-15541*e63e31c4
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.820,00000000,0325,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*4f650b99
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.816,00000000,0000,797;2427,544590.815929000,19940018,1166590,282636,-517530,-19441,-1159,-20655*e0649cc4
$GPGGA,071612.80,3109.8268659,N,12127.2280427,E,4,35,0.6,6.041,M,11.031,M,0.800,1793*42
#BESTGNSSPOSA,ICOM3,0,92.5,FINESTEERING,2427,544590.800,c3e1c006,0000,797;SOL_COMPUTED,NARROW_INT,31.16378109884,121.45380071132,6.0412,11.0314,WGS84,0.0158,0.0138,0.0263,"1793",0.800,0.016,40,35,35,35,0F,00,30,37*1ce554ab
#HEADINGA,ICOM3,0,92.5,FINESTEERING,2427,544590.800,00000000,0000,797;SOL_COMPUTED,NONE,0.000000000,0.000000000,0.000000000,0.0,0.000000000,0.000000000,"1793",0,0,0,0,0,00,30,37*19ba74b3
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.830,00000000,032f,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*81b3d070
$GPGSV,2,1,07,12,00,000,23,13,00,000,40,15,39,058,44,18,48,218,45*75
$GPGSV,2,2,07,20,14,068,38,24,67,047,44,32,11,271,36,,,,*48
$GLGSV,3,1,09,70,17,072,43,72,23,305,39,73,49,100,47,74,27,160,37*6B
$GLGSV,3,2,09,85,00,000,25,86,37,245,44,87,33,296,40,90,00,000,31*63
$GLGSV,3,3,09,91,00,000,35,,,,,,,,,,,,*52
$GAGSV,2,1,06,03,25,265,44,11,07,161,35,16,17,128,40,31,14,074,39*6F
$GAGSV,2,2,06,34,55,288,47,36,50,190,46,,,,,,,,*62
$GQGSV,1,1,02,03,43,170,39,07,53,169,38,,,,,,,,*76
$GBGSV,4,1,16,01,48,147,49,02,35,242,45,03,55,202,49,04,37,120,42*61
$GBGSV,4,2,16,06,70,042,44,07,58,191,50,10,47,192,45,11,24,269,41*6C
$GBGSV,4,3,16,12,12,295,41,20,29,306,45,23,49,086,48,27,00,000,29*6D
$GBGSV,4,4,16,29,16,290,45,30,22,238,44,37,40,166,43,41,23,086,44*6C
$GPGSA,M,3,15,18,20,24,32,,,,,,,,1.2,0.6,1.1,1*2E
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.826,00000000,0000,797;2427,544590.825910000,19910019,1166920,283255,-517735,-25966,-2908,-23427*1af67bbe
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.840,00000000,0339,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*24fa5092
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.836,00000000,0000,797;2427,544590.835920000,1993001a,1164795,285441,-518775,-20162,-5405,-27048*9fbd373a
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.850,00000000,0343,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*639f0ad1
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.846,00000000,0000,797;2427,544590.845912000,1994001b,1165008,284576,-517092,-13506,3947,-26345*c0b61ab1
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.860,00000000,034d,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*c6b39f72
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.856,00000000,0000,797;2427,544590.855905000,198f001c,1166625,283255,-517734,-24687,-2842,-24412*3d8ce95f
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.870,00000000,0357,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*dff4cd4e
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.866,00000000,0000,797;2427,544590.865898000,1990001d,1168112,282882,-518650,-12556,722,-14465*d3c5b99c
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.880,00000000,0361,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*cb5cc470
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.876,00000000,0000,797;2427,544590.875890000,1993001e,1166640,284646,-519260,-12687,-1977,-19077*83971f99
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.890,00000000,036b,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*058a1f99
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.886,00000000,0000,797;2427,544590.885912000,1997001f,1166403,283541,-518558,-24031,2622,-22514*e170f409
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.900,00000000,0375,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*38363e1c
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.896,00000000,0000,797;2427,544590.895906000,19960020,1166208,283507,-518721,-23277,5848,-18754*13f82222
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.910,00000000,037f,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*f6e0e5f5
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.906,00000000,0000,797;2427,544590.905939000,19950021,1166171,284951,-518443,-19671,-2212,-18065*0b3608c3
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.920,00000000,0389,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*2b6d5cdd
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.916,00000000,0000,797;2427,544590.915966000,19950022,1165874,283284,-518226,-18195,-3001,-9886*6dddc0c1
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.930,00000000,0393,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*f0fe38a3
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.926,00000000,0000,797;2427,544590.925919000,19960023,1166881,283917,-517152,-18818,7859,-13387*cfde21c2
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.940,00000000,039d,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*bbd9fb1a
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.936,00000000,0000,797;2427,544590.935907000,19950024,1164696,284001,-518693,-22556,-240,-6953*1f3fa786
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.950,00000000,03a7,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*3a8e5dac
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.946,00000000,0000,797;2427,544590.945902000,19980025,1164636,283144,-519175,-21703,4006,-3944*8952979a
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.960,00000000,03b1,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*c74aa8fd
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.956,00000000,0000,797;2427,544590.955892000,19980026,1167907,282630,-517827,-23048,7330,-14641*f8f248ae
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.970,00000000,03bb,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*099c7314
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.966,00000000,0000,797;2427,544590.965914000,19950027,1165147,282603,-517726,-24392,1305,-18118*addcd1a5
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.980,00000000,03c5,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*924d930d
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.976,00000000,0000,797;2427,544590.975908000,19940028,1164094,284113,-517545,-21441,2295,-19951*bfb8abfb
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544590.990,00000000,03cf,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544591*5c9b48e4
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.986,00000000,0000,797;2427,544590.985900000,19940029,1165774,282828,-517991,-23310,-6626,-13126*958ff076
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544591.000,00000000,03d9,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544592*8a572c15
#INSCALSTATUSA,ICOM3,0,92.5,FINESTEERING,2427,544591.000,00000000,0000,797;RBV,0.0000,0.0000,0.0000,45.0000,45.0000,45.0000,CALIBRATED,0*df46289a
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544590.996,00000000,0000,797;2427,544590.995893000,1997002a,1168341,282229,-518446,-15638,-2209,-25815*cef1ec76
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544591.010,00000000,03e3,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544592*51c4486b
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544591.006,00000000,0000,797;2427,544591.005947999,1998002b,1166553,285128,-517264,-15736,-12544,-28621*afc1f6b4
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544591.020,00000000,0005,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544592*b48c7182
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544591.016,00000000,0000,797;2427,544591.015948000,1997002c,1163903,284827,-518177,-10129,1251,-24811*7533b8e4
#INSPVAXA,ICOM3,0,92.5,FINESTEERING,2427,544591.030,00000000,000f,797;WAITING_AZIMUTH,NONE,0.00000000000,0.00000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000000,0.000000000,-0.000000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,00000000,544592*7a5aaa6b
#RAWIMUA,ICOM3,0,92.5,FINESTEERING,2427,544591.026,00000000,0000,797;2427,544591.025976000,1998002d,1165151,283155,-518126,-14425,1017,-11706*ae85b5b1
#BESTPOSA,ICOM3,0,92.5,FINESTEERING,2427,544591.000,03e1c006,0001,797;SOL_COMPUTED,NARROW_INT,31.16378110776,121.45380074453,6.0374,11.0314,WGS84,0.0131,0.0115,0.0239,"1793",1.000,0.023,40,35,35,35,0F,00,30,37*fcec51b8
$GPGGA,071613.00,3109.8268665,N,12127.2280447,E,4,35,0.6,6.037,M,11.031,M,1.000,1793*4A
