baseline_seg,interf_seg,svid,pre_cno,interf_cno,delta
无干扰 #3,4G/5G 干扰,BDS34,33.75,33.125,-0.625
无干扰 #3,4G/5G 干扰,BDS35,45.5,43.75,-1.75
无干扰 #3,4G/5G 干扰,BDS4,43.0,42.5,-0.5
无干扰 #3,4G/5G 干扰,BDS6,46.0,44.125,-1.875
无干扰 #3,4G/5G 干扰,BDS8,45.0,44.375,-0.625
无干扰 #3,4G/5G 干扰,BDS9,34.5,35.25,0.75
无干扰 #3,4G/5G 干扰,GAL10,45.75,43.5,-2.25
无干扰 #3,4G/5G 干扰,GAL12,42.0,41.25,-0.75
无干扰 #3,4G/5G 干扰,GAL18,45.25,44.0,-1.25
无干扰 #3,4G/5G 干扰,GAL28,44.75,43.25,-1.5
无干扰 #3,4G/5G 干扰,GAL4,45.0,43.5,-1.5
无干扰 #3,4G/5G 干扰,GAL6,45.5,43.5,-2.0
无干扰 #3,4G/5G 干扰,GAL9,45.0,43.75,-1.25
无干扰 #3,4G/5G 干扰,GLO81,46.0,43.875,-2.125
无干扰 #3,4G/5G 干扰,GLO82,42.0,42.0,0.0
无干扰 #3,4G/5G 干扰,GLO95,43.75,43.125,-0.625
无干扰 #3,4G/5G 干扰,GLO96,43.875,43.125,-0.75
无干扰 #3,4G/5G 干扰,GLO97,38.125,39.0,0.875
无干扰 #3,4G/5G 干扰,GPS11,46.0,44.75,-1.25
无干扰 #3,4G/5G 干扰,GPS15,41.875,41.625,-0.25
无干扰 #3,4G/5G 干扰,GPS20,43.25,42.5,-0.75
无干扰 #3,4G/5G 干扰,GPS29,34.25,32.25,-2.0
无干扰 #3,4G/5G 干扰,GPS30,27.0,30.0,3.0
无干扰 #3,4G/5G 干扰,GPS5,42.0,41.125,-0.875
无干扰 #3,4G/5G 干扰,GPS6,34.0,28.5,-5.5
无干扰 #3,4G/5G 干扰,QZS385,32.75,34.0,1.25
无干扰 #3,4G/5G 干扰,QZS386,43.0,43.0,0.0
无干扰 #3,4G/5G 干扰,QZS390,41.5,40.25,-1.25
无干扰 #4,Wi-Fi 干扰,BDS1,46.25,45.5,-0.75
无干扰 #4,Wi-Fi 干扰,BDS14,40.0,38.5,-1.5
无干扰 #4,Wi-Fi 干扰,BDS2,38.125,37.25,-0.875
无干扰 #4,Wi-Fi 干扰,BDS21,43.25,43.25,0.0
无干扰 #4,Wi-Fi 干扰,BDS22,31.75,27.875,-3.875
无干扰 #4,Wi-Fi 干扰,BDS3,44.0,44.0,0.0
无干扰 #4,Wi-Fi 干扰,BDS34,33.375,35.25,1.875
无干扰 #4,Wi-Fi 干扰,BDS35,44.75,44.75,0.0
无干扰 #4,Wi-Fi 干扰,BDS4,43.25,43.25,0.0
无干扰 #4,Wi-Fi 干扰,BDS6,45.75,45.25,-0.5
无干扰 #4,Wi-Fi 干扰,BDS8,45.25,44.25,-1.0
无干扰 #4,Wi-Fi 干扰,BDS9,38.0,36.0,-2.0
无干扰 #4,Wi-Fi 干扰,GAL10,45.5,44.25,-1.25
无干扰 #4,Wi-Fi 干扰,GAL12,41.25,40.5,-0.75
无干扰 #4,Wi-Fi 干扰,GAL18,45.5,44.0,-1.5
无干扰 #4,Wi-Fi 干扰,GAL28,44.75,42.5,-2.25
无干扰 #4,Wi-Fi 干扰,GAL4,44.75,43.5,-1.25
无干扰 #4,Wi-Fi 干扰,GAL6,45.0,44.25,-0.75
无干扰 #4,Wi-Fi 干扰,GAL9,45.0,44.0,-1.0
无干扰 #4,Wi-Fi 干扰,GLO81,44.875,44.375,-0.5
无干扰 #4,Wi-Fi 干扰,GLO82,42.5,41.5,-1.0
无干扰 #4,Wi-Fi 干扰,GLO95,43.375,42.5,-0.875
无干扰 #4,Wi-Fi 干扰,GLO96,43.75,43.25,-0.5
无干扰 #4,Wi-Fi 干扰,GLO97,41.0,37.5,-3.5
无干扰 #4,Wi-Fi 干扰,GPS11,44.5,45.0,0.5
无干扰 #4,Wi-Fi 干扰,GPS15,42.0,41.5,-0.5
无干扰 #4,Wi-Fi 干扰,GPS20,43.125,42.375,-0.75
无干扰 #4,Wi-Fi 干扰,GPS29,33.625,32.25,-1.375
无干扰 #4,Wi-Fi 干扰,GPS30,31.5,23.5,-8.0
无干扰 #4,Wi-Fi 干扰,GPS5,41.75,41.25,-0.5
无干扰 #4,Wi-Fi 干扰,GPS6,31.5,25.25,-6.25
无干扰 #4,Wi-Fi 干扰,QZS385,32.75,32.5,-0.25
无干扰 #4,Wi-Fi 干扰,QZS386,43.25,43.5,0.25
无干扰 #4,Wi-Fi 干扰,QZS390,41.0,39.75,-1.25
