baseline_seg,interf_seg,svid,pre_cno,interf_cno,delta
无干扰 #2,392MHz 干扰,GPS13,46.0,42.125,-3.875
无干扰 #2,392MHz 干扰,GPS23,45.0,41.0,-4.0
无干扰 #2,392MHz 干扰,GPS24,32.0,27.375,-4.625
无干扰 #2,392MHz 干扰,GPS25,45.25,41.875,-3.375
无干扰 #2,392MHz 干扰,GPS28,41.25,34.875,-6.375
无干扰 #2,392MHz 干扰,GPS31,34.125,29.25,-4.875
无干扰 #2,392MHz 干扰,GPS32,44.0,42.125,-1.875
无干扰 #2,392MHz 干扰,QZS385,44.75,41.125,-3.625
无干扰 #2,392MHz 干扰,QZS386,34.25,29.5,-4.75
无干扰 #2,392MHz 干扰,QZS390,44.5,38.875,-5.625
无干扰 #3,4G/5G 干扰,BDS1,46.375,47.0,0.625
无干扰 #3,4G/5G 干扰,BDS10,45.75,46.25,0.5
无干扰 #3,4G/5G 干扰,BDS12,46.625,47.125,0.5
无干扰 #3,4G/5G 干扰,BDS19,47.5,48.125,0.625
无干扰 #3,4G/5G 干扰,BDS2,40.625,40.25,-0.375
无干扰 #3,4G/5G 干扰,BDS20,48.0,47.0,-1.0
无干扰 #3,4G/5G 干扰,BDS22,40.75,42.25,1.5
无干扰 #3,4G/5G 干扰,BDS3,46.125,46.125,0.0
无干扰 #3,4G/5G 干扰,BDS36,49.0,48.25,-0.75
无干扰 #3,4G/5G 干扰,BDS39,44.75,43.25,-1.5
无干扰 #3,4G/5G 干扰,BDS4,44.375,44.25,-0.125
无干扰 #3,4G/5G 干扰,BDS6,46.25,47.0,0.75
无干扰 #3,4G/5G 干扰,BDS7,47.0,47.375,0.375
无干扰 #3,4G/5G 干扰,BDS9,46.0,46.5,0.5
无干扰 #3,4G/5G 干扰,GAL15,44.0,43.625,-0.375
无干扰 #3,4G/5G 干扰,GAL2,47.0,47.5,0.5
无干扰 #3,4G/5G 干扰,GAL25,48.0,47.0,-1.0
无干扰 #3,4G/5G 干扰,GAL3,48.75,48.75,0.0
无干扰 #3,4G/5G 干扰,GAL32,49.0,48.75,-0.25
无干扰 #3,4G/5G 干扰,GAL8,41.25,41.375,0.125
无干扰 #3,4G/5G 干扰,GLO78,43.375,42.75,-0.625
无干扰 #3,4G/5G 干扰,GLO79,46.75,47.0,0.25
无干扰 #3,4G/5G 干扰,GLO80,43.125,45.125,2.0
无干扰 #3,4G/5G 干扰,GLO90,47.25,46.75,-0.5
无干扰 #3,4G/5G 干扰,GPS10,47.25,47.75,0.5
无干扰 #3,4G/5G 干扰,GPS12,43.625,44.125,0.5
无干扰 #3,4G/5G 干扰,GPS13,45.0,45.625,0.625
无干扰 #3,4G/5G 干扰,GPS23,45.75,45.5,-0.25
无干扰 #3,4G/5G 干扰,GPS24,29.5,37.625,8.125
无干扰 #3,4G/5G 干扰,GPS25,46.0,45.75,-0.25
无干扰 #3,4G/5G 干扰,GPS28,42.0,41.25,-0.75
无干扰 #3,4G/5G 干扰,GPS31,32.5,32.5,0.0
无干扰 #3,4G/5G 干扰,GPS32,43.75,44.0,0.25
无干扰 #3,4G/5G 干扰,QZS385,44.5,44.75,0.25
无干扰 #3,4G/5G 干扰,QZS386,34.0,33.75,-0.25
无干扰 #3,4G/5G 干扰,QZS390,45.0,45.25,0.25
无干扰 #4,Wi-Fi 干扰,BDS1,46.5,46.625,0.125
无干扰 #4,Wi-Fi 干扰,BDS10,46.0,45.75,-0.25
无干扰 #4,Wi-Fi 干扰,BDS12,46.5,48.0,1.5
无干扰 #4,Wi-Fi 干扰,BDS19,47.75,47.5,-0.25
无干扰 #4,Wi-Fi 干扰,BDS2,40.5,40.25,-0.25
无干扰 #4,Wi-Fi 干扰,BDS20,47.25,46.75,-0.5
无干扰 #4,Wi-Fi 干扰,BDS22,42.5,42.25,-0.25
无干扰 #4,Wi-Fi 干扰,BDS3,46.25,46.125,-0.125
无干扰 #4,Wi-Fi 干扰,BDS36,48.5,48.0,-0.5
无干扰 #4,Wi-Fi 干扰,BDS39,43.25,41.5,-1.75
无干扰 #4,Wi-Fi 干扰,BDS4,43.75,44.25,0.5
无干扰 #4,Wi-Fi 干扰,BDS6,47.125,47.0,-0.125
无干扰 #4,Wi-Fi 干扰,BDS7,47.0,47.25,0.25
无干扰 #4,Wi-Fi 干扰,BDS9,45.5,45.75,0.25
无干扰 #4,Wi-Fi 干扰,GAL15,43.5,43.25,-0.25
无干扰 #4,Wi-Fi 干扰,GAL2,46.5,47.5,1.0
无干扰 #4,Wi-Fi 干扰,GAL25,47.0,47.5,0.5
无干扰 #4,Wi-Fi 干扰,GAL3,47.0,48.0,1.0
无干扰 #4,Wi-Fi 干扰,GAL32,48.5,48.25,-0.25
无干扰 #4,Wi-Fi 干扰,GAL8,41.75,40.625,-1.125
无干扰 #4,Wi-Fi 干扰,GLO78,45.125,44.625,-0.5
无干扰 #4,Wi-Fi 干扰,GLO79,46.375,46.75,0.375
无干扰 #4,Wi-Fi 干扰,GLO80,45.5,42.25,-3.25
无干扰 #4,Wi-Fi 干扰,GLO89,34.0,26.25,-7.75
无干扰 #4,Wi-Fi 干扰,GLO90,46.0,46.125,0.125
无干扰 #4,Wi-Fi 干扰,GPS10,47.25,47.0,-0.25
无干扰 #4,Wi-Fi 干扰,GPS12,45.25,45.0,-0.25
无干扰 #4,Wi-Fi 干扰,GPS13,45.875,46.0,0.125
无干扰 #4,Wi-Fi 干扰,GPS23,46.0,46.25,0.25
无干扰 #4,Wi-Fi 干扰,GPS24,35.375,35.5,0.125
无干扰 #4,Wi-Fi 干扰,GPS25,46.75,47.5,0.75
无干扰 #4,Wi-Fi 干扰,GPS28,42.25,39.0,-3.25
无干扰 #4,Wi-Fi 干扰,GPS31,34.25,33.25,-1.0
无干扰 #4,Wi-Fi 干扰,GPS32,44.25,44.0,-0.25
无干扰 #4,Wi-Fi 干扰,QZS385,44.0,43.25,-0.75
无干扰 #4,Wi-Fi 干扰,QZS386,34.5,33.75,-0.75
无干扰 #4,Wi-Fi 干扰,QZS390,44.5,44.75,0.25
