baseline_seg,interf_seg,svid,pre_cno,interf_cno,delta
无干扰 #2,392MHz 干扰,BDS34,36.25,31.0,-5.25
无干扰 #2,392MHz 干扰,BDS35,44.25,30.375,-13.875
无干扰 #2,392MHz 干扰,BDS4,43.0,37.0,-6.0
无干扰 #2,392MHz 干扰,BDS6,45.5,36.75,-8.75
无干扰 #2,392MHz 干扰,BDS8,44.375,35.625,-8.75
无干扰 #2,392MHz 干扰,BDS9,40.0,28.75,-11.25
无干扰 #2,392MHz 干扰,GAL10,45.625,40.0,-5.625
无干扰 #2,392MHz 干扰,GAL11,45.0,35.5,-9.5
无干扰 #2,392MHz 干扰,GAL12,40.75,39.625,-1.125
无干扰 #2,392MHz 干扰,GAL18,45.0,34.125,-10.875
无干扰 #2,392MHz 干扰,GAL194,34.0,33.25,-0.75
无干扰 #2,392MHz 干扰,GAL28,45.75,38.5,-7.25
无干扰 #2,392MHz 干扰,GAL36,37.125,37.125,0.0
无干扰 #2,392MHz 干扰,GAL4,46.625,41.0,-5.625
无干扰 #2,392MHz 干扰,GAL6,45.0,39.125,-5.875
无干扰 #2,392MHz 干扰,GAL9,44.875,36.5,-8.375
无干扰 #2,392MHz 干扰,GLO41,41.25,29.25,-12.0
无干扰 #2,392MHz 干扰,GLO81,46.5,30.625,-15.875
无干扰 #2,392MHz 干扰,GLO82,41.625,41.25,-0.375
无干扰 #2,392MHz 干扰,GLO95,42.5,41.5,-1.0
无干扰 #2,392MHz 干扰,GLO96,45.0,41.875,-3.125
无干扰 #2,392MHz 干扰,GLO97,42.0,42.75,0.75
无干扰 #2,392MHz 干扰,GPS11,41.5,39.25,-2.25
无干扰 #2,392MHz 干扰,GPS15,45.75,40.875,-4.875
无干扰 #2,392MHz 干扰,GPS20,41.375,37.875,-3.5
无干扰 #2,392MHz 干扰,GPS21,42.75,43.25,0.5
无干扰 #2,392MHz 干扰,GPS29,35.5,30.0,-5.5
无干扰 #2,392MHz 干扰,GPS44,32.25,32.875,0.625
无干扰 #2,392MHz 干扰,GPS5,46.25,42.0,-4.25
无干扰 #2,392MHz 干扰,QZS192,46.75,41.5,-5.25
无干扰 #2,392MHz 干扰,QZS385,32.875,27.25,-5.625
无干扰 #2,392MHz 干扰,QZS386,42.5,32.25,-10.25
无干扰 #2,392MHz 干扰,QZS390,41.5,38.0,-3.5
无干扰 #3,4G/5G 干扰,BDS1,45.75,45.25,-0.5
无干扰 #3,4G/5G 干扰,BDS14,38.75,38.75,0.0
无干扰 #3,4G/5G 干扰,BDS2,45.75,45.25,-0.5
无干扰 #3,4G/5G 干扰,BDS21,45.25,44.75,-0.5
无干扰 #3,4G/5G 干扰,BDS3,43.625,42.5,-1.125
无干扰 #3,4G/5G 干扰,BDS34,36.0,38.875,2.875
无干扰 #3,4G/5G 干扰,BDS35,40.75,39.5,-1.25
无干扰 #3,4G/5G 干扰,BDS4,43.25,43.5,0.25
无干扰 #3,4G/5G 干扰,BDS42,41.0,40.75,-0.25
无干扰 #3,4G/5G 干扰,BDS6,46.0,44.875,-1.125
无干扰 #3,4G/5G 干扰,BDS8,44.5,44.375,-0.125
无干扰 #3,4G/5G 干扰,BDS9,38.5,38.25,-0.25
无干扰 #3,4G/5G 干扰,GAL10,44.25,44.75,0.5
无干扰 #3,4G/5G 干扰,GAL11,44.5,43.75,-0.75
无干扰 #3,4G/5G 干扰,GAL12,38.0,35.75,-2.25
无干扰 #3,4G/5G 干扰,GAL18,44.5,44.5,0.0
无干扰 #3,4G/5G 干扰,GAL194,31.0,32.5,1.5
无干扰 #3,4G/5G 干扰,GAL36,40.75,40.0,-0.75
无干扰 #3,4G/5G 干扰,GAL4,45.75,45.875,0.125
无干扰 #3,4G/5G 干扰,GAL6,44.0,44.5,0.5
无干扰 #3,4G/5G 干扰,GAL9,44.0,44.0,0.0
无干扰 #3,4G/5G 干扰,GLO41,41.0,41.5,0.5
无干扰 #3,4G/5G 干扰,GLO81,42.625,40.0,-2.625
无干扰 #3,4G/5G 干扰,GLO82,39.5,40.0,0.5
无干扰 #3,4G/5G 干扰,GLO95,42.25,41.25,-1.0
无干扰 #3,4G/5G 干扰,GLO96,43.875,43.5,-0.375
无干扰 #3,4G/5G 干扰,GLO97,41.25,41.5,0.25
无干扰 #3,4G/5G 干扰,GPS11,41.5,40.5,-1.0
无干扰 #3,4G/5G 干扰,GPS15,44.25,44.625,0.375
无干扰 #3,4G/5G 干扰,GPS20,40.125,40.25,0.125
无干扰 #3,4G/5G 干扰,GPS21,42.75,42.0,-0.75
无干扰 #3,4G/5G 干扰,GPS29,35.25,36.0,0.75
无干扰 #3,4G/5G 干扰,GPS38,32.75,31.5,-1.25
无干扰 #3,4G/5G 干扰,GPS5,46.5,46.75,0.25
无干扰 #3,4G/5G 干扰,QZS192,46.0,46.0,0.0
无干扰 #3,4G/5G 干扰,QZS385,30.25,28.5,-1.75
无干扰 #3,4G/5G 干扰,QZS386,42.0,41.125,-0.875
无干扰 #3,4G/5G 干扰,QZS390,41.0,40.75,-0.25
无干扰 #4,Wi-Fi 干扰,BDS1,46.25,46.5,0.25
无干扰 #4,Wi-Fi 干扰,BDS14,38.5,37.625,-0.875
无干扰 #4,Wi-Fi 干扰,BDS2,45.5,45.25,-0.25
无干扰 #4,Wi-Fi 干扰,BDS21,44.75,45.0,0.25
无干扰 #4,Wi-Fi 干扰,BDS3,41.75,41.75,0.0
无干扰 #4,Wi-Fi 干扰,BDS34,36.75,41.5,4.75
无干扰 #4,Wi-Fi 干扰,BDS35,44.5,42.75,-1.75
无干扰 #4,Wi-Fi 干扰,BDS4,44.25,43.75,-0.5
无干扰 #4,Wi-Fi 干扰,BDS42,31.0,41.75,10.75
无干扰 #4,Wi-Fi 干扰,BDS6,45.25,44.75,-0.5
无干扰 #4,Wi-Fi 干扰,BDS7,38.0,38.625,0.625
无干扰 #4,Wi-Fi 干扰,BDS8,38.5,39.125,0.625
无干扰 #4,Wi-Fi 干扰,BDS9,38.75,38.25,-0.5
无干扰 #4,Wi-Fi 干扰,GAL10,44.5,44.25,-0.25
无干扰 #4,Wi-Fi 干扰,GAL11,44.25,43.5,-0.75
无干扰 #4,Wi-Fi 干扰,GAL12,38.25,37.0,-1.25
无干扰 #4,Wi-Fi 干扰,GAL18,44.25,44.375,0.125
无干扰 #4,Wi-Fi 干扰,GAL194,32.75,33.0,0.25
无干扰 #4,Wi-Fi 干扰,GAL36,36.75,39.0,2.25
无干扰 #4,Wi-Fi 干扰,GAL4,45.25,45.25,0.0
无干扰 #4,Wi-Fi 干扰,GAL6,44.75,44.25,-0.5
无干扰 #4,Wi-Fi 干扰,GAL9,43.75,43.75,0.0
无干扰 #4,Wi-Fi 干扰,GLO41,41.0,43.5,2.5
无干扰 #4,Wi-Fi 干扰,GLO81,38.625,37.25,-1.375
无干扰 #4,Wi-Fi 干扰,GLO82,38.375,38.375,0.0
无干扰 #4,Wi-Fi 干扰,GLO95,42.75,39.75,-3.0
无干扰 #4,Wi-Fi 干扰,GLO96,44.125,43.25,-0.875
无干扰 #4,Wi-Fi 干扰,GLO97,42.0,41.25,-0.75
无干扰 #4,Wi-Fi 干扰,GPS11,41.25,41.625,0.375
无干扰 #4,Wi-Fi 干扰,GPS15,44.125,43.75,-0.375
无干扰 #4,Wi-Fi 干扰,GPS20,40.875,40.625,-0.25
无干扰 #4,Wi-Fi 干扰,GPS21,42.75,42.75,0.0
无干扰 #4,Wi-Fi 干扰,GPS29,38.75,36.375,-2.375
无干扰 #4,Wi-Fi 干扰,GPS30,33.0,33.25,0.25
无干扰 #4,Wi-Fi 干扰,GPS38,32.5,35.0,2.5
无干扰 #4,Wi-Fi 干扰,GPS5,46.25,45.5,-0.75
无干扰 #4,Wi-Fi 干扰,QZS192,46.25,46.0,-0.25
无干扰 #4,Wi-Fi 干扰,QZS385,28.375,28.25,-0.125
无干扰 #4,Wi-Fi 干扰,QZS386,42.25,41.75,-0.5
无干扰 #4,Wi-Fi 干扰,QZS390,40.75,41.0,0.25
