baseline_seg,interf_seg,svid,pre_cno,interf_cno,delta
无干扰 #4,Wi-Fi 干扰,GPS10,46.25,46.25,0.0
无干扰 #4,Wi-Fi 干扰,GPS12,42.5,43.375,0.875
无干扰 #4,Wi-Fi 干扰,GPS13,44.5,44.75,0.25
无干扰 #4,Wi-Fi 干扰,GPS18,33.75,30.375,-3.375
无干扰 #4,Wi-Fi 干扰,GPS23,46.5,45.75,-0.75
无干扰 #4,Wi-Fi 干扰,GPS25,43.5,44.25,0.75
无干扰 #4,Wi-Fi 干扰,GPS28,36.75,38.0,1.25
无干扰 #4,Wi-Fi 干扰,GPS32,34.75,34.5,-0.25
无干扰 #4,Wi-Fi 干扰,QZS385,41.75,41.0,-0.75
无干扰 #4,Wi-Fi 干扰,QZS386,40.0,38.75,-1.25
无干扰 #4,Wi-Fi 干扰,QZS390,45.25,45.0,-0.25
